2334.7,2336.81,2318.23,2329.81,0.02,618386,57.2,58.11,56.91,57.9,1.31,132440,57.9
2317.97,2325.54,2309.01,2325.12,0.05,236362,57.5,57.5,56.2,57.15,-0.02,207034,57.15
2343.04,2347.52,2312.55,2312.96,-0.13,3542346,57.5,57.5,56.33,57.16,-0.45,73253,57.16
2341.26,2357.32,2337.28,2344.12,-0.01,1782684,58,58,57.12,57.42,-0.83,138424,57.42
2358.87,2361.73,2340.36,2345.93,-0.04,1930235,55.2,58.27,55.2,57.9,6.04,749644,57.9
2346.01,2359.92,2346.01,2355.75,0.08,2729438,54.6,54.6,54.3,54.6,0.00,54720,54.6
2323.71,2343.5,2307.09,2338,0.06,1284985,54.35,54.8,54.1,54.6,0.65,98613,54.6
2354.2,2357.91,2323.09,2323.09,-0.15,71761,54.1,54.53,54.1,54.25,0.28,67017,54.25
2371.78,2373.03,2349.94,2358.25,-0.04,2933053,54.15,54.15,54,54.1,0.19,175620,54.1
2361.45,2368.58,2355.17,2367.1,0.03,3652791,54.09,54.1,53.9,54,0.00,64217,54
2350.47,2361.01,2345.31,2361.01,0.03,3157380,53.6,54.1,53.51,54,0.50,66141,54
2366.87,2369.24,2350.07,2354.65,-0.04,2640128,54.1,54.47,53.6,53.73,-0.68,118974,53.73
2364.12,2366.27,2346.3,2363.61,-0.01,3368600,54.48,54.48,53.91,54.1,0.19,55805,54.1
2359.47,2365.58,2354.46,2365.58,0.07,3529408,54,54.24,53.8,54,0.00,59165,54
2349.94,2355.73,2344.31,2348.94,0.00,2175504,54.38,54.38,53.61,54,-0.18,50652,54
2351.85,2358.28,2342.45,2348.06,0.01,2103553,54,54.1,53.6,54.1,0.32,63323,54.1
2369.74,2371.42,2346.71,2346.71,-0.06,1993289,53.02,54.5,52.55,53.93,1.09,105255,53.93
2360.91,2368.17,2351.81,2360.31,-0.01,3100748,53,53.63,53,53.35,0.66,14941,53.35
2350.22,2366.45,2350.09,2362,0.06,3238075,53.66,53.7,53,53,-1.23,92858,53
2344.81,2346.95,2335.86,2346.95,0.04,2013311,52,53.66,52,53.66,3.59,64753,53.66
2329.33,2343.94,2324.38,2338.37,0.06,1315192,53.5,53.5,51.69,51.8,-3.23,95546,51.8
2345.33,2346.36,2321.56,2323.5,-0.07,104968,53.92,54.1,53.42,53.53,-1.05,95695,53.53
2342.25,2351.08,2337.28,2340.12,0.00,1457320,55.02,55.02,54,54.1,-1.97,117606,54.1
2347.74,2350.31,2331.72,2339.79,-0.06,1430395,55.5,55.7,54.46,55.19,-0.68,45922,55.19
2344.11,2356.42,2340.11,2354.47,0.06,2624955,54.84,55.57,54.84,55.57,1.33,63742,55.57
2337.47,2341.58,2324.81,2341.58,0.00,1575916,55.49,55.55,53.68,54.84,-0.74,67220,54.84
2337,2341.68,2327.49,2341.68,0.03,1584633,54.8,55.5,54.8,55.25,0.45,80752,55.25
2333.87,2343.18,2316.67,2335.42,0.02,1074614,54.65,55,54.26,55,0.09,89033,55
2344.22,2350.55,2307.78,2330.14,-0.05,645558,54.9,54.95,54.71,54.95,0.51,88632,54.95
2345.43,2350.44,2335.2,2341,0.00,1528803,54.25,54.84,54.04,54.67,0.31,243852,54.67
2321.4,2346.48,2312.8,2340.77,0.09,1510479,53.5,54.66,53.36,54.5,2.06,157572,54.5
2318.69,2331.89,2296.26,2319.18,0.04,4048490,53.02,53.95,53.02,53.4,0.19,51231,53.4
2313.16,2332.78,2296.03,2309.86,0.01,3289834,54,54,52.65,53.3,-0.93,140528,53.3
2305.3,2313.08,2292.12,2307.29,-0.05,3081023,54,54.45,53.75,53.8,-0.37,92256,53.8
2322.49,2334.65,2315.14,2319.59,0.00,4081800,53.94,54,53.12,54,1.93,85264,54
2292.99,2326.6,2292.74,2319.45,0.14,4070321,53.65,53.82,52.51,52.98,-1.25,98115,52.98
2249.92,2287.86,2245.26,2287.86,0.20,1499486,52.2,54.3,52.2,53.65,2.00,129125,53.65
2265.71,2275.27,2242.42,2242.42,-0.06,2096430,53.2,53.2,52,52.6,-1.50,21952,52.6
2256.97,2265.61,2232.01,2255.12,0.01,3130202,52.77,54,52.3,53.4,-0.32,108090,53.4
2254.33,2273.11,2225.93,2252.33,-0.06,2903054,53.67,54.35,53.21,53.57,0.09,367525,53.57
2349.68,2353.28,2259.09,2265.21,-0.31,3951465,54.4,54.4,52.65,53.52,-1.80,110885,53.52
2349.17,2351.04,2324.22,2336.66,-0.13,1175694,53,54.7,52.81,54.5,3.22,139620,54.5
2327.62,2376.33,2327.53,2367.65,0.16,3697517,52.67,53,52.51,52.8,-0.56,70591,52.8
2336.38,2349.43,2317.18,2330.04,-0.03,637335,53.8,53.8,52.63,53.1,-1.48,56812,53.1
2357.49,2360.31,2329.68,2337.21,-0.10,1220623,52.7,54,52.17,53.9,2.22,141227,53.9
2317.92,2361.48,2317.62,2361.48,0.23,3195491,50.9,52.99,50.06,52.73,3.82,106522,52.73
2273.35,2320.4,2267.02,2307.46,0.19,3094717,50.22,51,49.85,50.79,0.67,92826,50.79
2304.64,2307.52,2264.75,2264.75,-0.19,3913493,51.07,51.74,50.45,50.45,-1.08,62718,50.45
2323.3,2323.93,2306.4,2309.39,-0.03,3251280,53.1,53.1,50.1,51,-0.72,331772,51
2312.26,2315.94,2292.41,2315.94,0.06,3784320,52.31,53.37,51.37,51.37,-3.06,134908,51.37
2329.12,2332.01,2292.9,2302.59,-0.09,2698522,51.75,53,51.75,52.99,1.11,98539,52.99
2317.66,2333.55,2317.51,2323.04,0.00,67731,51.58,53.34,51.02,52.41,1.65,108579,52.41
2312.72,2327.31,2307.99,2321.83,0.05,4263590,53,53,50.53,51.56,-2.72,302941,51.56
2332.84,2333.42,2299.26,2310.88,-0.09,982130,52.48,53.29,51.95,53,2.12,238659,53
2315.66,2331.83,2305.91,2330.83,0.18,2584488,50.5,52.43,50.5,51.9,1.25,139414,51.9
2269.56,2308.1,2264.74,2288.7,0.08,3494648,50.75,51.85,49.09,51.26,-0.66,224549,51.26
2317.17,2319.7,2248.15,2271.27,-0.22,2094140,52.06,52.99,51.6,51.6,-1.71,151619,51.6
2359.66,2369.83,2321.57,2321.57,-0.16,1840897,52.55,52.9,52.22,52.5,-0.94,137236,52.5
2379.51,2380.26,2360,2360,-0.08,633088,53.59,53.59,52.69,52.95,-0.66,121675,52.95
2373.7,2385.1,2363.61,2379.6,0.03,2208532,53.53,53.64,52.73,53.3,-0.91,84067,53.3
2400.29,2407.16,2371.43,2371.43,-0.11,1551680,53.53,53.98,53.53,53.79,0.28,184483,53.79
2420.69,2426.58,2391.86,2398.03,-0.14,3689294,53.4,53.74,51.94,53.64,-0.02,174700,53.64
2443.38,2448.37,2425.56,2431.89,-0.03,2114335,53.65,53.7,53.44,53.65,-0.19,149774,53.65
2427.19,2446.31,2426.34,2438.42,0.09,2639131,53.99,53.99,53.45,53.75,-0.37,88285,53.75
2448.42,2460.39,2417.21,2417.21,-0.12,935095,53.95,53.96,53.2,53.95,0.28,442430,53.95
2447.12,2451.09,2441.12,2445.4,-0.00,3199433,54,54,53.44,53.8,0.00,284679,53.8
2425.24,2447.93,2423.06,2446.32,0.12,3273755,54,54,53.44,53.8,0.47,207571,53.8
2404.3,2421.66,2402.78,2417.11,0.00,927175,53.45,53.61,53.44,53.55,0.28,98083,53.55
2430.43,2432.64,2415.97,2416.93,-0.05,912755,50.61,52.8,50.61,52.5,3.96,169881,52.5
2421.24,2429.75,2420.71,2428.35,0.03,1830097,50.05,50.59,50.05,50.5,0.00,147565,50.5
2411.95,2426.15,2398.94,2410.27,-0.00,377298,50.54,50.68,50.13,50.5,0.00,44408,50.5
2423.67,2438.34,2400.44,2410.65,-0.03,407528,49.31,50.95,48,50.5,2.27,173097,50.5
2400.95,2427.38,2400.42,2418.26,0.09,1018902,49.73,50.03,49.38,49.38,-2.02,28930,49.38
2410.47,2413.09,2392.26,2396.52,-0.10,3567281,49.72,50.5,49.71,50.4,1.00,145195,50.4
2432.9,2433.45,2414.25,2421.67,-0.04,1293147,49.71,50.13,49.63,49.9,0.38,223032,49.9
2421.05,2432.16,2419.51,2431.23,0.05,2061112,49.79,49.97,49.79,49.9,0.00,82406,49.9
2413.56,2430.47,2412.16,2418.78,0.00,3717830,50,50.05,49.83,49.9,-0.20,56729,49.9
2394.32,2419.82,2385.14,2418.4,0.10,1070024,48,48.38,48,48.23,0.48,110683,48.23
2407.25,2415.25,2390.21,2393.36,-0.04,3353314,46.39,46.81,46.25,46.75,1.19,121579,46.75
2407.27,2420.28,2402.02,2402.02,-0.02,4049127,45.83,46.48,45.77,46.2,0.76,351741,46.2
2419.73,2421.1,2404.54,2407.05,-0.04,158444,45,45.85,44.86,45.85,3.13,138627,45.85
2430.38,2437.66,2414.14,2417.45,-0.07,994163,44.85,45.48,44.46,44.46,-0.76,122009,44.46
2442.9,2448.12,2427.87,2435.48,-0.02,2443195,43.8,44.85,43.8,44.8,2.52,84556,44.8
2464.12,2475.69,2441.15,2441.56,-0.08,2931555,44.4,44.4,43.7,43.7,-1.91,90428,43.7
2452.62,2476.12,2452.46,2462.33,-0.00,305981,44.98,45.35,44,44.55,-0.96,153899,44.55
2462.13,2464.8,2453.04,2462.51,-0.00,319777,45.8,45.9,44.58,44.98,-3.27,89219,44.98
2462.75,2471.86,2458.88,2463.68,0.09,414153,46.08,46.5,46.04,46.5,0.02,66341,46.5
2443.09,2451.22,2426.11,2441.71,-0.03,2943308,45.99,46.51,45.94,46.49,0.85,28593,46.49
2460.9,2464.38,2440.31,2449.49,-0.03,3568616,46.13,46.15,45.93,46.1,-0.43,61390,46.1
2440.36,2456.73,2437.41,2456.73,0.08,4150483,46.4,46.46,46.01,46.3,-0.96,103009,46.3
2443.39,2443.39,2423.5,2437.72,0.05,2623203,46.6,46.95,46.37,46.75,0.32,171566,46.75
2434.43,2446.49,2421.75,2426.2,-0.03,1697261,46.5,46.6,46,46.6,1.11,132258,46.6
2421.51,2442.94,2416.87,2433.84,0.02,2311409,45.65,46.55,45.64,46.09,0.99,136335,46.09
2436.35,2436.98,2421.36,2429.1,0.02,1930576,44.84,45.69,44.64,45.64,1.42,121845,45.64
2382.3,2425.13,2379.45,2423.29,0.15,1463093,44.59,45.38,44.59,45,1.01,115476,45
2409.26,2410.96,2386.31,2386.61,-0.06,2810312,44.2,44.58,43.78,44.55,0.59,42655,44.55
2386.72,2405.37,2383.76,2401.13,0.08,3977241,44.41,44.63,44.17,44.29,0.32,60069,44.29
2392.44,2393.34,2353.01,2382.72,0.00,2498266,44.46,44.85,44.01,44.15,-1.56,42994,44.15
2412.23,2416.92,2364.77,2381.76,-0.09,2420527,44.33,44.85,44.22,44.85,1.61,137488,44.85
2397.92,2406.78,2378.64,2402.9,0.04,4119597,43.95,44.74,43.95,44.14,-0.63,103085,44.14
2393.2,2411.59,2391.54,2394.22,0.01,3422435,43.59,44.43,43.5,44.42,2.14,99378,44.42
2404.85,2415.2,2390.04,2392.62,-0.13,3293957,43.51,43.79,42.96,43.49,-0.05,58375,43.49
2433.19,2440.23,2423.27,2424.95,0.06,1596823,43.69,43.8,43.43,43.51,-0.09,37939,43.51
2422.13,2429.26,2409.58,2410.88,-0.10,466128,43.35,43.75,43.35,43.55,0.46,32608,43.55
2445.08,2449.27,2432.68,2436.39,-0.04,3464332,42.93,43.55,42.9,43.35,0.98,62928,43.35
2458.67,2470.12,2446.89,2446.89,0.01,4293598,42.87,43.65,42.87,42.93,-0.85,30348,42.93
2447.55,2457.39,2444.06,2444.06,0.04,4070248,42.81,43.59,42.81,43.3,1.05,42643,43.3
2451.13,2451.13,2434.37,2434.37,-0.12,3304787,43.7,43.7,42.85,42.85,-1.81,95535,42.85
2490.44,2504.53,2461.32,2462.6,-0.15,1239530,43.79,43.87,43.32,43.64,-0.05,44184,43.64
2493.7,2508.43,2485.53,2500.29,0.06,4216205,43.9,43.9,43.3,43.66,-0.55,43701,43.66
2489.39,2510.2,2460.65,2485.51,0.01,3048691,42.97,43.97,42.94,43.9,2.16,148176,43.9
2465.15,2489.28,2455.57,2484.02,0.06,2931279,42.85,43,42.8,42.97,1.13,132312,42.97
2484.22,2511.34,2464.75,2469.68,-0.02,1798382,42.31,43,41.87,42.49,0.45,137943,42.49
2489.81,2500.2,2471.36,2475.05,-0.04,2222434,42.12,43.08,42.1,42.3,-0.59,132038,42.3
2520.76,2520.76,2485.29,2485.29,-0.12,3031701,42.8,43.37,42.23,42.55,-1.50,88228,42.55
2525.55,2536.81,2515.79,2515.79,-0.09,1145880,42.9,43.5,42.85,43.2,0.54,48595,43.2
2508.65,2544.37,2505.9,2539.6,0.15,3684223,42.61,42.98,42.28,42.97,0.26,37753,42.97
2510.28,2514.66,2491.46,2503.16,-0.05,857857,43.16,43.22,42.67,42.86,-1.02,30986,42.86
2509.74,2517.46,2505.08,2515.27,0.07,1796967,42.94,43.35,42.56,43.3,0.79,132320,43.3
2487.26,2506.08,2469.85,2498.48,0.04,494445,41.82,42.4,41.8,42.29,-0.12,59375,42.29
2470.5,2492.89,2470.08,2489.77,-0.03,4114481,42.34,42.4,41.91,42.34,0.00,68071,42.34
2508.92,2512.24,2497.38,2497.38,-0.02,409262,42.11,42.43,41.4,42.34,-0.14,78951,42.34
2536.01,2546.83,2501.58,2501.58,-0.14,735080,42,42.68,41.81,42.4,0.71,124666,42.4
2536.46,2543.63,2524.77,2536.44,-0.02,3438461,41.95,42.6,41.65,42.1,0.84,88761,42.1
2540.34,2555.57,2535.23,2542.88,-0.03,3938367,41.51,41.9,41.14,41.75,0.58,60146,41.75
2545.58,2559.94,2531.72,2551.47,0.04,309634,41.35,41.83,41.35,41.51,0.27,56376,41.51
2534.14,2550.74,2522.84,2541.42,0.01,3824950,41.15,41.6,41.03,41.4,0.00,154501,41.4
2508.12,2545.59,2506.96,2538.15,0.10,3571665,41.5,41.63,41.05,41.4,-0.48,76790,41.4
2456.29,2521.04,2453.13,2513.96,0.21,1695200,41.79,41.79,41.42,41.6,-0.43,102887,41.6
2453.14,2463.1,2443.83,2463.1,0.08,2046098,41.61,42.39,41.6,41.78,0.43,159603,41.78
2426.98,2443.14,2424.54,2443.14,0.11,497648,41.57,41.89,41.37,41.6,0.05,61919,41.6
2418.86,2431.16,2412.1,2416.97,-0.02,2763325,41.25,41.6,41.15,41.58,0.00,111150,41.58
2459.68,2465.1,2406.61,2421.4,-0.19,3106579,40.72,41.58,40.6,41.58,1.79,151930,41.58
2469.4,2479.74,2459.47,2467.29,-0.01,2371089,41.05,41.5,40.81,40.85,-0.85,106737,40.85
2448.8,2473.16,2446.11,2468.76,0.08,2484716,40.92,41.46,40.92,41.2,0.73,60688,41.2
2448.91,2453.14,2444.38,2449.8,0.04,1014150,40.41,41.34,40.41,40.9,1.21,54046,40.9
2451.55,2452.07,2432.18,2439.03,-0.04,179127,40.29,40.77,40.29,40.41,0.32,51429,40.41
2441,2451.06,2437.94,2451.06,0.01,1112489,40.74,40.74,40.25,40.28,-1.01,115461,40.28
2447.78,2456.01,2434.83,2447.99,-0.00,873771,40.52,40.74,40.47,40.69,1.22,43028,40.69
2415.31,2453.21,2413.91,2448.73,0.14,931442,39.81,40.66,39.81,40.2,1.01,112033,40.2
2380.32,2415.76,2371.67,2415.76,0.14,2669155,41,41,39.8,39.8,-2.33,60845,39.8
2355.74,2381.74,2345.65,2381.74,0.14,31011,40.47,40.98,40.14,40.75,0.69,54962,40.75
2343.37,2351.61,2331.47,2349.48,-0.01,1824331,40.14,40.57,40.14,40.47,0.12,53827,40.47
2333.64,2351.98,2329,2351.98,0.16,2018205,40.75,40.75,40.13,40.42,0.50,112347,40.42
2312.18,2324.78,2299.13,2315.65,-0.07,3495592,41.1,41.3,40.22,40.22,-1.90,61195,40.22
2365.66,2366.83,2325.58,2332.73,-0.12,524982,40.5,41.35,40.5,41,1.33,85927,41
2357.93,2363.63,2345.07,2362.27,-0.03,2816129,39.68,40.94,39.62,40.46,2.93,53899,40.46
2367.11,2382.31,2356.34,2369.33,0.03,3363266,39.9,40.64,39.21,39.31,-1.50,87482,39.31
2356.94,2366.92,2345.4,2361.56,0.08,2760587,40.41,40.82,39.91,39.91,-1.02,32289,39.91
2325.31,2347.88,2299.68,2341.91,0.09,1236690,41.19,41.44,40.26,40.32,-1.06,48937,40.32
2346.75,2353.63,2320.08,2320.85,-0.11,3898942,40.9,41.5,40.75,40.75,-0.17,20008,40.75
2384.11,2388.51,2344.38,2346.51,-0.19,1593479,41.22,41.58,40.82,40.82,-1.80,41065,40.82
2404.23,2413.45,2390.99,2390.99,-0.04,748376,41.8,42,41.52,41.57,-0.65,76069,41.57
2408.05,2415.57,2399.93,2399.93,-0.03,1441419,41.5,42.47,41.5,41.84,-0.21,114013,41.84
2408.27,2414.92,2400.08,2406.32,-0.01,1937080,41.38,42.21,41.02,41.93,1.95,53007,41.93
2407.35,2413.47,2397.67,2409.2,0.03,2160562,40.65,41.6,40.65,41.13,1.18,81498,41.13
2408.51,2411.03,2394.27,2402.93,-0.04,1674506,40.52,40.94,40.51,40.65,-0.27,50661,40.65
2391.59,2412.34,2390.91,2411.61,0.09,2347267,41.11,41.41,40.52,40.76,-0.83,64015,40.76
2398.1,2400.2,2377.84,2390.31,-0.02,695553,41.56,41.97,41.1,41.1,-1.44,75845,41.1
2386.99,2395.75,2378.58,2393.95,-0.04,977890,42.28,42.3,41.62,41.7,-0.71,44529,41.7
2387.31,2403.13,2378.95,2403.13,0.03,1689839,42,42.38,41.55,42,0.00,45967,42
2390.84,2404.25,2390.84,2397,0.04,1214553,42.27,42.4,41.95,42.1,-0.40,83956,42.1
2382.63,2397.79,2376.76,2388.34,0.03,3467264,41.5,42.27,41.37,42.27,0.96,69458,42.27
2382.61,2390.42,2379.48,2380.36,0.04,2853298,41.68,41.87,41.11,41.87,0.65,54197,41.87
2343.53,2378.53,2343.53,2372.05,0.13,2213274,42,42.42,41.78,41.98,-0.05,90406,41.98
2347.42,2351.04,2317.21,2341.18,-0.01,4132176,42.5,42.77,42,42,-0.69,53395,42
2364.92,2365.98,2334.04,2343.39,-0.07,6869,42.5,42.8,42.02,42.29,-0.49,83524,42.29
2386.36,2388.09,2359.47,2360.91,-0.08,1356066,42.95,43.09,42.5,42.5,-0.63,46829,42.5
2365.95,2386.83,2364.6,2378.88,0.07,2739232,42.79,42.87,42.14,42.77,0.87,77590,42.77
2370.25,2374.82,2363,2363,-0.05,1516880,41.69,42.95,41.67,42.4,2.05,162879,42.4
2384.41,2389.18,2360.54,2375.52,-0.02,2480271,41.25,41.6,41.25,41.55,0.61,215275,41.55
2402.34,2410.57,2376.6,2381.06,-0.10,2907271,41.26,41.38,41.08,41.3,0.88,263125,41.3
2408.97,2416.19,2399.85,2404.83,-0.02,441986,41,41.26,40.75,40.94,0.10,61848,40.94
2411.65,2415.95,2400.87,2408.81,0.04,748548,40.9,41.48,40.75,40.9,0.12,185416,40.9
