id,duration,start_station_id,end_station_id
5095,390,77,74
5102,392,70,63
4414,393,69,69
5050,396,39,72
4334,398,77,50
4385,398,72,59
4981,399,66,67
5062,402,47,63
4970,404,57,71
4458,405,71,71
4879,405,47,50
4999,405,50,49
4751,406,58,39
4996,410,77,45
4616,412,13,9
4741,412,5,10
4910,412,37,34
4655,413,73,46
4542,416,45,42
4348,418,55,77
4435,418,68,46
4465,419,64,47
4810,419,76,72
4641,420,39,70
4571,421,42,45
5077,422,77,42
4309,423,74,51
4953,423,41,76
5067,423,70,69
4830,424,49,68
4464,425,69,65
4529,425,63,49
4296,430,47,64
4784,430,67,59
5004,430,42,77
4455,431,66,39
5061,433,45,76
4689,436,60,50
4904,436,56,54
5060,436,45,76
4783,438,67,59
4679,440,59,72
5013,440,59,66
5073,440,74,54
4445,441,50,47
4343,445,50,63
5015,449,59,66
4849,450,76,70
4901,450,61,68
4958,454,2,7
4967,454,7,2
4199,455,73,41
4905,459,49,75
4298,460,37,35
4486,460,77,76
4396,462,68,64
4536,462,39,59
4761,462,63,39
4125,464,75,71
4314,464,41,41
4837,466,70,65
4301,471,69,68
4860,472,58,59
4442,474,46,77
4936,474,51,68
4483,475,77,76
4666,475,60,50
4980,475,54,49
4787,479,56,76
5066,481,63,74
4859,482,58,59
4409,485,69,69
4605,486,77,71
4942,486,69,65
4809,489,39,67
4678,491,60,73
5076,491,77,42
4779,492,39,41
4518,497,41,62
4123,500,73,41
4321,505,77,50
4304,508,58,72
4710,508,50,48
4420,512,65,64
4627,515,42,42
4587,519,69,39
4320,520,77,50
4711,522,50,48
4817,523,2,10
4969,527,73,55
4632,530,76,72
5046,531,51,69
4440,534,72,76
4933,535,54,50
4310,537,9,9
5016,537,60,41
5014,538,59,67
4369,540,42,76
4439,540,72,76
5029,541,68,70
4833,543,70,77
4934,545,54,50
4903,546,47,73
4762,551,39,50
4691,553,65,70
5024,555,55,76
4419,556,5,3
4776,560,67,39
4902,560,47,73
5010,561,59,66
4374,563,56,45
4561,563,8,8
4661,563,60,74
4788,563,49,60
4829,566,57,51
4478,567,45,39
4865,570,47,73
4405,571,77,67
4282,572,70,65
4287,572,39,45
4808,572,66,59
5085,573,3,13
4134,574,76,64
4367,579,58,66
4524,579,63,70
4834,579,70,51
4990,579,72,65
4928,582,72,65
4777,585,67,39
4836,585,77,42
4356,587,48,49
5086,587,3,13
4929,590,72,65
4581,591,45,50
4835,598,77,42
4531,601,39,59
4912,601,41,39
4706,606,50,48
4366,607,58,66
4398,607,66,76
4610,607,68,75
5017,607,67,71
4729,608,66,39
4379,610,11,11
4336,611,47,50
4628,611,70,68
4881,611,74,39
4728,612,66,39
4772,612,4,2
4864,614,47,73
4918,615,48,49
4410,620,41,75
4795,621,56,76
5008,623,6,9
4537,624,70,76
4626,624,70,68
4782,626,65,69
4428,627,50,47
4256,629,70,54
4868,633,67,77
4360,637,66,76
4724,637,66,57
4499,638,48,76
4889,638,63,64
4684,640,67,69
4814,641,71,50
4848,642,39,70
4937,642,71,68
5087,643,3,2
4885,644,66,69
5005,645,76,66
4462,646,42,75
4525,650,63,70
4543,650,45,45
4723,654,66,57
4285,657,50,48
4413,659,47,42
5104,661,63,65
4987,662,9,6
4806,663,39,67
5031,664,65,39
5101,666,46,39
4538,668,65,61
4674,671,71,50
5106,672,60,51
4349,674,9,12
4649,676,39,50
4797,677,49,70
4446,678,75,72
4648,679,39,50
4878,679,77,58
5059,679,73,71
4651,684,39,50
4676,684,65,72
5020,684,70,72
4887,685,50,39
4406,687,74,60
4136,688,27,27
4552,688,76,48
4407,690,74,60
5009,690,59,67
5043,691,54,50
4460,693,61,50
4556,693,41,72
5108,694,71,61
4562,696,50,61
4624,697,35,36
4644,698,76,50
4350,701,41,47
4403,702,72,74
4522,702,68,66
4874,704,3,8
5058,704,73,71
4642,710,76,50
4643,710,76,50
4466,711,75,55
4243,720,70,70
4346,724,51,70
4872,726,50,73
5054,727,76,41
4503,728,64,48
4823,733,57,67
4979,747,50,72
4586,748,69,39
4425,752,75,75
4545,752,45,60
4652,753,73,68
5083,755,64,50
4842,756,22,21
5045,757,70,69
4277,759,58,47
4670,759,59,77
4288,760,49,76
4519,763,9,6
4080,764,66,69
4803,764,77,66
4339,765,49,50
4340,767,35,36
4404,768,39,72
4973,768,73,47
4832,776,77,70
4444,777,11,2
4703,778,50,76
4838,778,28,27
4851,783,56,73
4358,784,51,56
4877,792,47,66
4671,797,66,77
4945,797,62,48
4752,799,68,65
4899,802,54,55
4702,804,50,76
4739,809,47,60
5079,809,48,41
4736,812,65,65
5012,812,50,60
4820,813,62,65
4873,813,55,73
4526,814,76,66
4939,816,62,50
4541,817,48,77
5030,818,69,41
4681,819,47,71
4390,825,62,64
4685,826,41,72
4931,826,71,68
4946,827,62,48
4701,828,50,76
4591,832,8,13
4451,834,50,41
5011,834,50,60
4972,837,73,47
4938,840,62,50
4997,841,2,10
4523,844,76,66
4857,844,66,62
4756,845,49,70
4858,845,66,62
4853,849,65,58
4507,850,45,67
4645,850,64,70
4544,852,36,37
4774,852,77,66
4975,852,73,45
4380,853,69,67
4964,853,75,65
5026,857,65,65
4614,863,63,67
4620,865,63,68
4593,867,70,58
4846,867,45,45
4869,870,49,57
4391,873,66,65
4352,874,66,77
4974,877,73,45
4713,878,70,66
4804,878,60,56
4907,879,70,45
4940,879,56,66
4375,880,36,35
4573,882,8,8
4654,882,72,65
4275,883,75,66
4395,885,73,47
4935,885,63,66
5090,892,73,65
4737,897,66,39
4319,899,66,56
4991,902,67,76
4734,905,66,50
4781,908,45,61
4214,909,73,47
5027,912,69,41
4494,913,45,67
4742,914,74,70
4690,918,50,60
4618,919,66,69
4449,926,60,48
4976,926,41,69
4845,929,39,70
4213,931,73,47
4764,931,11,2
5000,932,69,66
4971,936,73,76
4617,939,66,69
4926,941,57,70
4925,943,57,70
4780,948,77,66
4453,949,60,45
4397,950,61,74
4601,953,29,28
4497,954,50,70
4771,956,77,66
4683,960,45,66
4633,963,63,59
4687,967,48,77
4585,968,58,64
4289,970,74,74
4943,970,42,59
4886,971,49,72
4665,972,6,6
4740,976,54,47
5041,976,65,65
4210,980,69,66
4431,980,71,47
4757,981,56,60
4426,982,64,64
4569,987,66,74
4790,989,67,74
5038,994,2,12
4079,995,66,66
4984,998,51,73
4635,999,60,74
4308,1000,22,22
4983,1009,51,73
4948,1010,60,71
4568,1013,66,74
4491,1015,65,66
4861,1015,47,59
4862,1015,47,59
5007,1016,33,33
4512,1024,50,48
4746,1024,50,67
4813,1030,67,60
4254,1032,69,69
4121,1040,35,36
4485,1040,45,67
4775,1046,49,60
4688,1047,49,72
4438,1050,50,77
4437,1052,50,77
4268,1055,67,56
4852,1055,47,73
5091,1061,27,27
4629,1065,42,66
4995,1065,67,56
4206,1066,67,74
4073,1067,66,69
4244,1071,70,58
4733,1072,47,60
4956,1072,50,66
5049,1075,3,4
4555,1077,68,75
4888,1077,61,73
4580,1081,66,50
4373,1083,34,35
4433,1083,50,77
4511,1088,36,35
4847,1088,75,67
4365,1094,14,14
5068,1096,48,72
4916,1097,74,66
4826,1098,45,70
4767,1101,65,60
4279,1105,47,47
4432,1107,50,77
5048,1107,3,4
4821,1109,67,70
4307,1110,75,75
4509,1111,36,35
4993,1112,51,60
4075,1117,66,69
4076,1118,66,69
4727,1126,60,46
4484,1127,45,67
4682,1129,41,70
4074,1131,66,69
4819,1133,35,36
4487,1136,45,67
4708,1137,70,70
4707,1138,70,70
4726,1140,60,46
4747,1140,65,39
4712,1142,60,65
4843,1147,77,75
5094,1149,49,73
4219,1150,70,72
4692,1150,56,66
4658,1152,45,45
4664,1157,77,77
4359,1159,66,74
4856,1159,48,66
4479,1161,45,67
4345,1162,67,45
4900,1168,76,60
5056,1171,41,54
5039,1174,73,51
4680,1176,41,70
4693,1177,75,77
4818,1177,35,36
4992,1189,70,39
4311,1191,69,75
4619,1201,66,56
4506,1206,36,34
4954,1210,50,66
4372,1211,76,60
4515,1211,74,58
4116,1213,35,36
4909,1220,57,48
4514,1224,74,58
4368,1241,76,60
4891,1244,50,50
4966,1245,47,70
4735,1247,77,60
4672,1251,50,70
5040,1253,73,51
5092,1253,49,73
4827,1258,70,47
4913,1263,70,76
4160,1271,10,10
4164,1276,10,10
5103,1278,51,60
4662,1279,77,77
4284,1281,50,60
4546,1288,74,60
4305,1292,58,74
4351,1298,67,41
4457,1301,69,48
4303,1305,58,74
4656,1306,50,70
4394,1309,12,8
4924,1313,13,8
4461,1314,42,67
4335,1321,76,48
4963,1323,48,66
4866,1326,73,66
4895,1326,76,60
4328,1328,67,45
4923,1329,13,8
4759,1339,77,66
4947,1339,60,54
5037,1345,9,3
4293,1346,50,60
4653,1349,50,70
4252,1350,69,48
4234,1351,69,66
4292,1373,50,60
4332,1373,67,45
4100,1392,66,69
4323,1397,66,66
4951,1409,62,45
5089,1423,49,73
4769,1424,73,50
4950,1424,57,50
4342,1431,67,41
4315,1432,65,57
4327,1438,67,46
4318,1439,48,50
4534,1439,9,9
4623,1445,60,74
4297,1451,69,75
4611,1462,47,48
4978,1475,7,7
4977,1481,7,7
4892,1492,57,48
4452,1494,69,48
4989,1499,68,71
4221,1500,70,66
5034,1511,9,3
4598,1512,68,60
4316,1515,47,47
4949,1524,62,45
4217,1535,70,66
4583,1536,65,57
4988,1539,68,71
4597,1541,68,60
5022,1569,48,61
5023,1569,48,61
4477,1578,67,39
4547,1580,2,10
4218,1593,70,66
4825,1605,60,76
4422,1682,76,60
4567,1684,64,64
4564,1693,64,64
4566,1699,64,64
5053,1701,51,51
4283,1712,41,50
4650,1716,50,48
5052,1719,51,51
4589,1723,48,70
4421,1724,76,60
5063,1725,54,48
4908,1731,54,60
4588,1751,48,70
4402,1776,61,51
4960,1790,21,21
4364,1800,66,77
4898,1804,47,67
4755,1808,60,47
4551,1817,34,29
4753,1830,60,47
4778,1849,41,42
4919,1879,60,42
4920,1880,60,42
5021,1899,51,45
4495,1901,35,35
4493,1914,35,35
4718,1946,69,73
4501,1963,49,49
4133,1965,69,39
4957,1969,21,21
4844,1970,41,50
4355,2044,68,68
4894,2069,47,58
4575,2096,60,73
4241,2124,66,56
4717,2136,66,58
4302,2138,42,76
4646,2542,39,51
4922,3349,34,34
4694,3362,77,39
4135,3492,66,69
4388,3582,60,58
4132,3637,66,69
4078,3829,22,22
4709,4116,42,42
4572,4331,59,47
4622,4499,76,77
4578,4521,58,65
4577,4524,58,65
4621,4536,76,77
4893,4756,48,48
4758,4801,59,67
4634,5075,51,76
4884,5506,50,73
4313,5709,55,55
4882,5776,72,48
4669,5983,65,65
4603,6095,67,66
4166,7138,49,49
4565,7148,77,72
4639,11118,76,76
4637,11272,76,76
4528,12280,7,5
4363,15244,76,39
4193,18192,48,77
4190,18240,48,77
4225,21612,39,67
4663,52698,27,38
4532,84990,76,50
4521,85385,76,50
5069,86102,51,42
4505,97713,28,27
6115,69,62,62
5157,75,77,77
5349,76,10,11
5314,94,67,66
5580,112,75,77
5872,125,54,54
5483,129,50,50
6457,130,76,76
5767,134,45,45
6393,134,66,66
5947,140,66,66
5480,149,55,49
6266,168,9,9
5702,170,62,64
5465,177,57,39
5617,179,49,55
5476,182,50,42
5744,182,66,66
5543,185,66,67
5282,193,13,10
5462,194,63,63
5213,195,72,67
6191,197,67,72
5873,199,60,48
5550,211,48,42
6117,213,62,62
5219,214,75,55
6220,216,66,72
5671,220,65,69
5830,220,45,50
5797,227,77,74
6292,229,62,77
5230,232,50,50
5426,232,70,61
5460,238,45,45
5746,238,7,11
5473,241,66,58
5705,241,58,59
5133,246,27,28
5196,246,70,65
5555,249,67,66
6405,251,65,70
5372,252,64,62
6234,254,68,63
5496,255,56,50
5652,256,8,6
5651,258,66,58
5229,259,74,49
5255,265,56,75
5209,266,39,67
5745,266,59,67
5257,268,75,76
6283,271,65,69
5958,273,64,64
6285,274,60,60
6446,280,28,28
5185,282,70,57
6304,282,76,39
6448,283,49,63
6132,284,4,2
5612,288,13,6
6326,289,2,2
5247,290,74,56
6218,292,47,41
6273,292,61,70
5742,293,69,65
6416,296,64,77
5675,297,4,2
5605,303,7,3
5399,304,69,65
6406,304,7,13
6352,306,72,72
6264,307,49,74
6305,307,76,39
5265,311,76,72
6073,311,77,68
5248,315,41,75
5730,316,49,63
5194,317,69,57
5207,317,61,63
6167,317,55,50
6327,317,67,39
6335,317,72,72
5266,318,76,68
5763,322,23,23
5518,325,28,30
6479,325,50,74
5290,327,77,62
6118,327,66,72
6272,328,39,77
6419,330,67,76
5499,331,48,60
5191,332,72,66
5994,333,60,60
6445,333,72,66
5212,334,47,56
6172,334,10,6
5491,335,63,57
6359,337,60,60
5454,341,54,50
5501,341,47,64
5776,343,57,70
5276,344,56,47
5516,347,56,55
6176,347,48,60
6296,348,8,3
6038,350,41,50
5168,352,66,39
5931,352,47,50
5694,355,6,8
5492,356,42,73
6477,356,50,74
6284,359,10,8
5798,362,54,74
5425,364,39,69
5288,368,72,67
6476,370,50,74
5117,371,39,69
5618,372,6,7
5600,375,60,41
5720,375,45,76
5868,375,66,39
5879,375,47,47
6438,377,56,49
5909,378,61,77
5834,381,3,5
6212,385,26,22
6307,387,6,7
6072,389,77,68
5604,390,50,54
5940,390,48,60
6358,391,60,60
6398,392,30,28
6125,393,62,70
5127,394,33,29
5549,395,50,75
6397,395,30,28
6442,396,49,56
5935,398,41,45
5419,399,66,59
5154,401,61,77
5869,401,60,48
5925,401,60,50
5681,403,56,76
5374,405,9,9
5877,405,64,62
6216,406,21,25
5440,408,22,26
5939,411,47,47
5418,412,66,59
6453,414,77,50
6174,415,71,45
6314,415,10,8
5301,416,59,39
6011,418,7,6
6313,419,10,8
5924,420,60,50
5525,422,38,38
6010,425,7,6
5118,430,74,54
5466,434,76,50
5169,437,2,4
6322,438,70,61
6386,438,70,64
6378,440,59,76
6455,441,6,9
5130,442,50,47
5488,444,58,76
5592,444,74,47
5171,445,72,71
5794,446,49,50
6277,446,29,33
6456,447,61,65
5590,449,24,23
5522,450,47,74
5487,452,47,39
5138,453,66,76
5206,455,74,61
5388,457,39,69
5850,457,13,7
5396,459,66,76
5542,461,66,39
6348,461,61,47
5180,462,2,6
5503,463,60,74
6371,466,76,70
5792,467,45,74
5848,468,13,7
5420,471,77,73
5412,478,8,6
5547,479,61,50
5741,480,63,45
5764,481,75,57
5774,481,66,66
6338,485,60,50
6447,485,69,39
5789,486,45,74
5842,486,67,39
6345,486,75,54
6299,487,77,49
5377,489,76,50
5376,490,76,50
5190,492,42,45
5210,493,62,41
5442,494,61,50
5591,494,11,11
5122,495,61,51
5136,495,73,49
5240,497,66,66
5199,498,77,64
5933,498,59,70
6179,498,47,73
6245,498,54,70
5749,499,41,62
6403,499,7,13
6004,506,58,76
6008,508,56,47
5217,509,63,45
6402,509,7,13
5125,511,39,49
6207,511,41,76
6330,511,63,72
6337,511,29,33
5712,512,39,66
6306,514,69,63
5134,515,65,66
5528,519,64,47
5628,522,39,66
5261,527,69,61
5920,527,76,58
5536,528,59,66
5595,528,56,64
6454,528,73,77
5936,531,55,50
6317,532,55,76
5822,534,76,58
6303,534,45,39
6430,534,61,65
5162,536,70,51
5369,539,7,7
6401,539,7,13
6421,539,58,58
5140,540,74,57
5328,540,74,61
5200,544,47,67
6256,545,66,39
5534,547,59,66
6046,549,54,50
6428,551,39,66
6127,555,66,65
6251,555,73,77
5707,556,70,57
6342,556,57,50
5812,557,54,75
6211,557,16,8
5262,561,58,76
5560,563,76,50
5804,566,74,61
5611,568,45,56
5538,570,45,63
5587,571,59,39
5722,572,45,63
5295,573,74,74
5352,573,7,2
5858,573,50,39
5505,575,7,12
6431,575,61,65
5141,576,56,60
5650,577,61,54
6034,578,61,61
6437,578,6,7
5803,584,74,61
6182,584,47,70
5484,585,61,56
6270,585,9,10
5258,586,69,61
5849,588,55,70
5189,589,66,58
6300,591,6,7
5548,593,76,66
5807,594,54,75
5647,595,61,54
5583,597,12,5
6351,597,61,48
6392,604,51,61
5646,606,61,54
6210,608,16,8
5806,609,54,75
6381,611,74,68
6415,611,39,69
6153,614,39,45
5344,619,58,45
5670,620,56,70
6123,621,66,65
6441,621,8,2
5527,622,76,49
5119,624,58,65
6400,624,51,70
5513,626,6,12
5832,627,47,51
6382,627,70,47
6380,631,65,64
6407,631,2,8
6460,632,76,73
5193,634,56,45
5178,638,50,39
5254,639,77,61
5471,639,57,67
5504,641,77,61
6060,647,69,68
5470,648,57,67
6346,648,72,71
5181,651,70,47
6310,655,62,72
5870,658,42,76
5142,659,70,54
6058,665,69,68
6097,670,50,60
5216,671,41,64
5350,672,72,65
5754,672,65,63
5831,672,47,51
5116,673,70,74
6181,674,47,70
6275,674,75,39
6187,676,75,74
6274,676,70,51
5143,678,50,60
5422,683,69,57
6080,683,48,45
5990,686,77,59
6343,689,62,60
6184,696,66,70
6177,697,39,74
6361,700,70,72
5173,701,70,49
5321,701,66,39
6175,702,66,63
5144,703,70,59
6168,704,77,67
5847,705,48,64
5486,710,65,69
5743,711,47,73
5787,711,66,71
6434,713,6,7
5972,716,50,45
5139,721,33,28
5368,722,39,56
5588,722,10,13
5846,722,48,64
5904,723,49,73
5489,724,60,75
6126,724,28,33
6461,724,56,55
5256,726,41,58
5214,727,66,76
6452,727,27,27
6244,731,77,54
6029,736,76,74
6215,736,69,39
6294,736,6,7
5263,740,60,73
6158,741,60,54
5814,745,56,69
5709,746,50,50
5187,749,42,61
6231,750,68,42
6463,750,69,56
6259,751,77,69
6122,755,55,39
6344,757,72,71
6357,757,41,71
5703,758,60,47
6363,763,72,74
6364,763,72,74
6395,763,71,73
5479,764,63,73
5221,768,76,61
6365,769,50,47
5186,770,66,62
5156,776,74,73
5183,776,70,47
6267,777,74,60
6394,778,71,73
6295,781,9,11
5124,783,60,70
6243,786,77,54
6423,787,60,56
5477,794,63,73
6242,796,70,60
6424,798,60,56
5170,805,69,66
5220,807,76,61
6432,808,60,62
6200,811,48,57
5821,815,50,72
6037,816,66,77
6044,818,65,58
6377,821,47,66
5526,822,13,6
5177,824,66,69
6420,826,70,67
5126,828,61,56
5871,830,71,66
6254,831,60,74
6268,837,74,60
5179,842,69,77
6433,845,6,7
5952,846,39,67
5452,847,66,63
5137,848,70,66
6436,857,66,73
6120,859,42,39
5530,860,60,71
6135,864,77,48
6417,869,77,76
5829,871,55,60
6435,872,66,73
6201,876,48,57
5153,879,58,77
6255,880,55,75
6261,882,73,74
5164,884,70,55
6185,885,75,74
6119,890,42,39
5495,892,66,49
6472,892,39,45
5135,893,58,47
6006,893,76,60
6145,895,74,57
6391,895,56,71
6108,897,55,70
6379,898,8,16
6188,902,60,76
5490,907,77,61
6005,908,76,60
6458,911,39,76
5313,916,58,56
6208,916,39,76
6252,916,60,74
6007,928,63,60
6329,928,35,38
5201,939,49,77
6370,941,42,71
5696,944,61,50
6478,944,73,66
6291,945,9,11
5841,949,72,69
6064,951,56,66
6189,952,47,73
6302,954,41,69
6290,961,60,56
5602,965,77,77
6240,972,73,74
6418,972,70,67
5198,973,56,67
5544,981,76,66
6451,985,71,68
5353,991,39,56
6355,995,60,42
6198,998,59,70
6339,1010,77,48
5700,1014,14,7
5252,1016,66,61
6246,1018,51,69
6372,1018,8,16
5790,1021,49,65
6258,1021,50,50
6450,1021,71,68
5121,1022,65,56
5481,1023,50,45
6090,1026,71,41
6247,1029,51,69
6373,1032,8,16
5839,1036,61,60
6429,1040,6,7
5478,1044,50,45
5546,1045,23,24
5132,1047,70,45
5251,1049,66,61
5779,1049,66,45
5371,1052,62,50
6315,1061,69,73
6050,1062,69,72
6199,1066,73,65
5778,1069,66,45
5370,1074,62,50
5993,1077,60,39
6024,1082,39,42
6349,1087,74,66
5991,1094,60,39
6025,1096,39,42
6241,1098,41,66
5584,1107,77,60
5569,1108,77,42
6287,1111,71,64
5485,1114,77,64
5910,1116,66,67
5461,1117,67,48
5155,1120,58,61
6321,1120,57,61
5148,1124,66,41
5589,1125,58,50
6469,1126,63,63
5773,1133,56,66
5886,1138,54,69
5769,1152,49,69
6369,1155,38,35
5545,1156,73,41
6236,1163,74,66
6217,1165,67,55
6468,1165,63,63
5208,1168,70,55
6301,1169,41,48
6325,1172,11,6
5567,1173,49,66
6324,1187,11,6
5381,1190,61,62
5524,1192,66,45
5840,1195,77,77
5837,1196,45,50
5378,1201,77,56
5836,1202,45,50
5838,1207,61,60
5163,1209,50,60
6328,1209,48,75
5585,1213,64,41
5498,1214,50,60
5835,1214,45,50
5202,1216,66,50
5581,1223,47,50
6331,1231,35,35
5497,1235,50,60
5149,1238,50,66
6427,1239,60,60
5988,1241,66,66
5736,1247,45,63
6467,1249,60,50
5197,1257,50,66
6281,1276,71,64
6368,1278,27,30
6465,1283,60,50
6280,1285,71,64
5987,1298,66,66
5874,1301,54,69
6426,1307,63,63
6367,1308,27,30
5416,1317,77,48
6263,1321,54,39
6376,1323,63,48
6375,1324,63,48
6249,1328,23,23
6374,1333,63,48
5645,1344,61,64
5708,1349,54,42
6334,1352,39,76
5391,1356,61,50
5808,1359,67,73
5701,1361,60,72
6262,1365,54,39
5845,1373,50,60
6308,1405,74,49
6336,1406,49,66
6289,1415,51,69
6425,1415,63,63
5607,1430,68,68
5608,1433,68,68
5174,1435,28,29
5606,1436,68,68
5150,1443,66,55
5482,1450,55,55
5243,1452,39,60
5721,1452,45,63
6156,1462,60,41
6440,1462,9,6
6154,1473,60,41
6288,1487,73,76
6113,1526,60,70
6366,1528,77,77
5579,1543,50,60
6318,1562,54,60
5242,1585,39,60
6121,1588,45,59
6130,1595,69,57
5474,1596,55,55
6459,1604,36,36
5843,1613,60,48
6129,1619,69,57
5983,1628,57,57
5989,1628,42,48
5984,1632,57,57
5246,1633,70,66
5514,1641,67,42
5571,1647,50,60
6070,1659,50,69
5245,1671,70,66
5515,1683,67,42
6069,1689,50,69
6214,1721,74,41
5494,1738,59,62
6404,1744,38,38
5500,1751,61,48
5192,1752,47,76
6213,1753,74,41
5793,1780,59,76
5469,1798,55,55
5561,1806,76,64
6035,1812,51,66
5833,1824,59,63
5995,1825,50,70
5653,1827,50,60
6116,1845,50,60
6075,1870,48,65
5306,1881,74,60
5244,1978,57,74
5648,1978,50,60
5457,2030,55,55
5748,2048,57,63
5109,2137,47,67
6350,2207,76,58
5111,2224,5,13
5123,2481,77,77
6298,2496,48,76
6297,2527,48,76
5938,2650,23,23
6341,2688,35,35
5205,2727,42,42
6340,2746,35,35
5204,2751,42,42
5908,2862,60,67
6323,2868,11,9
5582,2911,72,60
6319,2929,11,9
6480,3278,76,49
5913,3314,74,61
5912,3328,74,61
5523,3494,65,65
6141,3504,56,60
6271,3644,77,50
5698,3684,39,76
6161,4375,72,74
6293,4436,54,23
6360,4446,63,73
6411,4446,50,50
6410,4451,50,50
6093,4528,56,60
5165,4542,76,60
5375,4856,28,28
5373,4908,28,28
6414,5218,7,13
6413,5334,7,13
5260,5536,71,48
5259,5574,71,48
5379,5719,4,4
6312,5900,29,29
6311,5929,29,29
5706,6553,41,71
6396,6731,56,75
5731,6748,35,35
5727,6797,35,35
6390,7003,71,71
6389,7044,71,71
6387,7268,71,71
6383,7453,71,71
6388,7454,71,71
5614,7570,60,48
5609,7603,60,48
5203,7713,66,60
6180,7833,56,76
6227,7890,75,47
6085,7931,57,39
5472,8134,56,77
6082,8181,57,57
5464,8315,56,77
5992,8522,3,3
6333,9268,45,50
5131,10040,42,42
5539,10805,47,73
6032,10963,48,50
6409,12408,6,9
6408,12459,6,9
5697,12562,50,71
5683,12875,50,71
5218,13809,77,50
5716,14545,75,60
5717,14568,75,60
5241,15160,35,35
5537,16570,55,48
5253,16713,22,34
5531,16744,55,48
6131,16933,42,42
6098,17593,42,42
6091,17774,42,42
5115,18198,59,59
5114,18206,59,59
5250,18219,70,51
5249,18241,70,51
5508,20920,50,60
5506,20931,50,60
5167,23182,71,71
5166,23212,71,71
5640,23319,60,75
5638,23360,60,75
6003,23694,39,75
5380,25335,60,73
5222,27103,62,65
5120,33088,74,74
5113,34449,9,9
5182,36255,50,50
6412,70731,59,71
6178,70982,55,64
6462,77919,77,54
5493,83224,50,67
6282,241334,39,39
7416,62,60,60
7250,68,35,35
7403,69,60,60
7226,79,50,50
7375,101,60,60
7441,103,49,51
7415,104,58,58
7317,111,45,45
6717,120,50,50
7343,126,61,61
6662,127,66,67
6832,128,11,12
7362,159,60,60
6768,173,10,12
7277,177,21,25
6776,186,12,11
7282,188,48,50
6945,199,11,13
6993,208,69,61
6488,209,72,39
6489,210,72,39
6668,218,67,58
6749,218,39,72
7273,219,72,67
6483,221,25,21
7299,221,65,69
7171,228,61,70
7001,246,58,58
6493,250,39,76
7047,259,7,7
7426,260,76,72
7372,262,62,77
6972,264,61,70
6628,273,55,63
6543,276,74,49
6509,278,71,39
